,id,name,start_timestamp,sport,league,teams,scores
452,,Indiana Pacers - Milwaukee Bucks,2017-02-12 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Milwaukee Bucks']","{'Indiana Pacers': 100, 'Milwaukee Bucks': 116}"
453,,Charlotte Hornets - Los Angeles Clippers,2017-02-11 22:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Los Angeles Clippers']","{'Charlotte Hornets': 102, 'Los Angeles Clippers': 107}"
454,,Phoenix Suns - Chicago Bulls,2017-02-11 03:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Chicago Bulls']","{'Phoenix Suns': 115, 'Chicago Bulls': 97}"
455,,Sacramento Kings - Atlanta Hawks,2017-02-11 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Atlanta Hawks']","{'Sacramento Kings': 108, 'Atlanta Hawks': 107}"
456,,Memphis Grizzlies - Golden State Warriors,2017-02-11 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Golden State Warriors']","{'Memphis Grizzlies': 107, 'Golden State Warriors': 122}"
457,,Milwaukee Bucks - Los Angeles Lakers,2017-02-11 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Los Angeles Lakers']","{'Milwaukee Bucks': 114, 'Los Angeles Lakers': 122}"
458,,Minnesota Timberwolves - New Orleans Pelicans,2017-02-11 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'New Orleans Pelicans']","{'Minnesota Timberwolves': 106, 'New Orleans Pelicans': 122}"
459,,Washington Wizards - Indiana Pacers,2017-02-11 01:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Indiana Pacers']","{'Washington Wizards': 112, 'Indiana Pacers': 107}"
460,,Brooklyn Nets - Miami Heat,2017-02-11 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Miami Heat']","{'Brooklyn Nets': 99, 'Miami Heat': 108}"
461,,Detroit Pistons - San Antonio Spurs,2017-02-11 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'San Antonio Spurs']","{'Detroit Pistons': 92, 'San Antonio Spurs': 103}"
462,,New York Knicks - Denver Nuggets,2017-02-11 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Denver Nuggets']","{'New York Knicks': 123, 'Denver Nuggets': 131}"
463,,Portland Trail Blazers - Boston Celtics,2017-02-10 03:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Boston Celtics']","{'Portland Trail Blazers': 111, 'Boston Celtics': 120}"
464,,Dallas Mavericks - Utah Jazz,2017-02-10 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Utah Jazz']","{'Dallas Mavericks': 112, 'Utah Jazz': 105}"
465,,Oklahoma City Thunder - Cleveland Cavaliers,2017-02-10 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Cleveland Cavaliers']","{'Oklahoma City Thunder': 118, 'Cleveland Cavaliers': 109}"
466,,Charlotte Hornets - Houston Rockets,2017-02-10 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Houston Rockets']","{'Charlotte Hornets': 95, 'Houston Rockets': 107}"
467,,Orlando Magic - Philadelphia 76ers,2017-02-10 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Philadelphia 76ers']","{'Orlando Magic': 111, 'Philadelphia 76ers': 112}"
468,,Golden State Warriors - Chicago Bulls,2017-02-09 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Chicago Bulls']","{'Golden State Warriors': 123, 'Chicago Bulls': 92}"
469,,Sacramento Kings - Boston Celtics,2017-02-09 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Boston Celtics']","{'Sacramento Kings': 108, 'Boston Celtics': 92}"
470,,Memphis Grizzlies - Phoenix Suns,2017-02-09 01:00:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'Phoenix Suns']","{'Memphis Grizzlies': 110, 'Phoenix Suns': 91}"
471,,Milwaukee Bucks - Miami Heat,2017-02-09 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Miami Heat']","{'Milwaukee Bucks': 88, 'Miami Heat': 106}"
472,,Minnesota Timberwolves - Toronto Raptors,2017-02-09 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Toronto Raptors']","{'Minnesota Timberwolves': 112, 'Toronto Raptors': 109}"
473,,New Orleans Pelicans - Utah Jazz,2017-02-09 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Utah Jazz']","{'New Orleans Pelicans': 94, 'Utah Jazz': 127}"
474,,New York Knicks - Los Angeles Clippers,2017-02-09 01:00:00+00:00,basketball,NBA,"['New York Knicks', 'Los Angeles Clippers']","{'New York Knicks': 115, 'Los Angeles Clippers': 119}"
475,,Atlanta Hawks - Denver Nuggets,2017-02-09 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Denver Nuggets']","{'Atlanta Hawks': 117, 'Denver Nuggets': 106}"
476,,Brooklyn Nets - Washington Wizards,2017-02-09 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Washington Wizards']","{'Brooklyn Nets': 110, 'Washington Wizards': 114}"
477,,Detroit Pistons - Los Angeles Lakers,2017-02-09 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Los Angeles Lakers']","{'Detroit Pistons': 121, 'Los Angeles Lakers': 102}"
478,,Indiana Pacers - Cleveland Cavaliers,2017-02-09 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Cleveland Cavaliers']","{'Indiana Pacers': 117, 'Cleveland Cavaliers': 132}"
479,,Philadelphia 76ers - San Antonio Spurs,2017-02-09 00:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'San Antonio Spurs']","{'Philadelphia 76ers': 103, 'San Antonio Spurs': 111}"
480,,Dallas Mavericks - Portland Trail Blazers,2017-02-08 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Portland Trail Blazers']","{'Dallas Mavericks': 113, 'Portland Trail Blazers': 114}"
481,,Houston Rockets - Orlando Magic,2017-02-08 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Orlando Magic']","{'Houston Rockets': 128, 'Orlando Magic': 104}"
482,,Charlotte Hornets - Brooklyn Nets,2017-02-08 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Brooklyn Nets']","{'Charlotte Hornets': 111, 'Brooklyn Nets': 107}"
483,,Sacramento Kings - Chicago Bulls,2017-02-07 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Chicago Bulls']","{'Sacramento Kings': 107, 'Chicago Bulls': 112}"
484,,Memphis Grizzlies - San Antonio Spurs,2017-02-07 02:30:00+00:00,basketball,NBA,"['Memphis Grizzlies', 'San Antonio Spurs']","{'Memphis Grizzlies': 89, 'San Antonio Spurs': 74}"
485,,Denver Nuggets - Dallas Mavericks,2017-02-07 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Dallas Mavericks']","{'Denver Nuggets': 110, 'Dallas Mavericks': 87}"
486,,Minnesota Timberwolves - Miami Heat,2017-02-07 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Miami Heat']","{'Minnesota Timberwolves': 113, 'Miami Heat': 115}"
487,,New Orleans Pelicans - Phoenix Suns,2017-02-07 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Phoenix Suns']","{'New Orleans Pelicans': 111, 'Phoenix Suns': 106}"
488,,Atlanta Hawks - Utah Jazz,2017-02-07 00:30:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Utah Jazz']","{'Atlanta Hawks': 95, 'Utah Jazz': 120}"
489,,Detroit Pistons - Philadelphia 76ers,2017-02-07 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Philadelphia 76ers']","{'Detroit Pistons': 113, 'Philadelphia 76ers': 96}"
490,,Toronto Raptors - Los Angeles Clippers,2017-02-07 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Los Angeles Clippers']","{'Toronto Raptors': 118, 'Los Angeles Clippers': 109}"
491,,Indiana Pacers - Oklahoma City Thunder,2017-02-07 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Oklahoma City Thunder']","{'Indiana Pacers': 93, 'Oklahoma City Thunder': 90}"
492,,New York Knicks - Los Angeles Lakers,2017-02-07 00:00:00+00:00,basketball,NBA,"['New York Knicks', 'Los Angeles Lakers']","{'New York Knicks': 107, 'Los Angeles Lakers': 121}"
493,,Washington Wizards - Cleveland Cavaliers,2017-02-07 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Cleveland Cavaliers']","{'Washington Wizards': 135, 'Cleveland Cavaliers': 140}"
494,,Oklahoma City Thunder - Portland Trail Blazers,2017-02-05 20:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Portland Trail Blazers']","{'Oklahoma City Thunder': 105, 'Portland Trail Blazers': 99}"
495,,Boston Celtics - Los Angeles Clippers,2017-02-05 19:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Los Angeles Clippers']","{'Boston Celtics': 107, 'Los Angeles Clippers': 102}"
496,,Brooklyn Nets - Toronto Raptors,2017-02-05 17:00:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Toronto Raptors']","{'Brooklyn Nets': 95, 'Toronto Raptors': 103}"
497,,Sacramento Kings - Golden State Warriors,2017-02-05 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Golden State Warriors']","{'Sacramento Kings': 109, 'Golden State Warriors': 106}"
498,,Phoenix Suns - Milwaukee Bucks,2017-02-05 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Milwaukee Bucks']","{'Phoenix Suns': 112, 'Milwaukee Bucks': 137}"
499,,San Antonio Spurs - Denver Nuggets,2017-02-05 02:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Denver Nuggets']","{'San Antonio Spurs': 121, 'Denver Nuggets': 97}"
500,,Minnesota Timberwolves - Memphis Grizzlies,2017-02-05 02:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Memphis Grizzlies']","{'Minnesota Timberwolves': 99, 'Memphis Grizzlies': 107}"
501,,Utah Jazz - Charlotte Hornets,2017-02-05 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Charlotte Hornets']","{'Utah Jazz': 105, 'Charlotte Hornets': 98}"
502,,New York Knicks - Cleveland Cavaliers,2017-02-05 01:30:00+00:00,basketball,NBA,"['New York Knicks', 'Cleveland Cavaliers']","{'New York Knicks': 104, 'Cleveland Cavaliers': 111}"
503,,Miami Heat - Philadelphia 76ers,2017-02-05 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Philadelphia 76ers']","{'Miami Heat': 125, 'Philadelphia 76ers': 102}"
504,,Atlanta Hawks - Orlando Magic,2017-02-05 00:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Orlando Magic']","{'Atlanta Hawks': 113, 'Orlando Magic': 86}"
505,,Indiana Pacers - Detroit Pistons,2017-02-05 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Detroit Pistons']","{'Indiana Pacers': 105, 'Detroit Pistons': 84}"
506,,Washington Wizards - New Orleans Pelicans,2017-02-05 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'New Orleans Pelicans']","{'Washington Wizards': 105, 'New Orleans Pelicans': 91}"
507,,Portland Trail Blazers - Dallas Mavericks,2017-02-04 03:30:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Dallas Mavericks']","{'Portland Trail Blazers': 104, 'Dallas Mavericks': 108}"
508,,Sacramento Kings - Phoenix Suns,2017-02-04 03:30:00+00:00,basketball,NBA,"['Sacramento Kings', 'Phoenix Suns']","{'Sacramento Kings': 103, 'Phoenix Suns': 105}"
509,,Denver Nuggets - Milwaukee Bucks,2017-02-04 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Milwaukee Bucks']","{'Denver Nuggets': 121, 'Milwaukee Bucks': 117}"
510,,Boston Celtics - Los Angeles Lakers,2017-02-04 01:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Los Angeles Lakers']","{'Boston Celtics': 113, 'Los Angeles Lakers': 107}"
511,,Houston Rockets - Chicago Bulls,2017-02-04 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Chicago Bulls']","{'Houston Rockets': 121, 'Chicago Bulls': 117}"
512,,Oklahoma City Thunder - Memphis Grizzlies,2017-02-04 01:00:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Memphis Grizzlies']","{'Oklahoma City Thunder': 114, 'Memphis Grizzlies': 102}"
513,,Brooklyn Nets - Indiana Pacers,2017-02-04 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'Indiana Pacers']","{'Brooklyn Nets': 97, 'Indiana Pacers': 106}"
514,,Detroit Pistons - Minnesota Timberwolves,2017-02-04 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'Minnesota Timberwolves']","{'Detroit Pistons': 116, 'Minnesota Timberwolves': 108}"
515,,Orlando Magic - Toronto Raptors,2017-02-04 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Toronto Raptors']","{'Orlando Magic': 102, 'Toronto Raptors': 94}"
516,,Los Angeles Clippers - Golden State Warriors,2017-02-03 03:30:00+00:00,basketball,NBA,"['Los Angeles Clippers', 'Golden State Warriors']","{'Los Angeles Clippers': 120, 'Golden State Warriors': 133}"
517,,San Antonio Spurs - Philadelphia 76ers,2017-02-03 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Philadelphia 76ers']","{'San Antonio Spurs': 102, 'Philadelphia 76ers': 86}"
518,,Houston Rockets - Atlanta Hawks,2017-02-03 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Atlanta Hawks']","{'Houston Rockets': 108, 'Atlanta Hawks': 113}"
519,,Washington Wizards - Los Angeles Lakers,2017-02-03 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'Los Angeles Lakers']","{'Washington Wizards': 116, 'Los Angeles Lakers': 108}"
520,,Golden State Warriors - Charlotte Hornets,2017-02-02 03:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Charlotte Hornets']","{'Golden State Warriors': 126, 'Charlotte Hornets': 111}"
521,,Oklahoma City Thunder - Chicago Bulls,2017-02-02 02:30:00+00:00,basketball,NBA,"['Oklahoma City Thunder', 'Chicago Bulls']","{'Oklahoma City Thunder': 100, 'Chicago Bulls': 128}"
522,,Denver Nuggets - Memphis Grizzlies,2017-02-02 02:00:00+00:00,basketball,NBA,"['Denver Nuggets', 'Memphis Grizzlies']","{'Denver Nuggets': 99, 'Memphis Grizzlies': 119}"
523,,Phoenix Suns - Los Angeles Clippers,2017-02-02 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Los Angeles Clippers']","{'Phoenix Suns': 114, 'Los Angeles Clippers': 124}"
524,,Utah Jazz - Milwaukee Bucks,2017-02-02 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Milwaukee Bucks']","{'Utah Jazz': 104, 'Milwaukee Bucks': 88}"
525,,Dallas Mavericks - Philadelphia 76ers,2017-02-02 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Philadelphia 76ers']","{'Dallas Mavericks': 113, 'Philadelphia 76ers': 95}"
526,,Boston Celtics - Toronto Raptors,2017-02-02 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Toronto Raptors']","{'Boston Celtics': 109, 'Toronto Raptors': 104}"
527,,Brooklyn Nets - New York Knicks,2017-02-02 00:30:00+00:00,basketball,NBA,"['Brooklyn Nets', 'New York Knicks']","{'Brooklyn Nets': 90, 'New York Knicks': 95}"
528,,Detroit Pistons - New Orleans Pelicans,2017-02-02 00:30:00+00:00,basketball,NBA,"['Detroit Pistons', 'New Orleans Pelicans']","{'Detroit Pistons': 118, 'New Orleans Pelicans': 98}"
529,,Miami Heat - Atlanta Hawks,2017-02-02 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Atlanta Hawks']","{'Miami Heat': 116, 'Atlanta Hawks': 93}"
530,,Cleveland Cavaliers - Minnesota Timberwolves,2017-02-02 00:00:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Minnesota Timberwolves']","{'Cleveland Cavaliers': 125, 'Minnesota Timberwolves': 97}"
531,,Orlando Magic - Indiana Pacers,2017-02-02 00:00:00+00:00,basketball,NBA,"['Orlando Magic', 'Indiana Pacers']","{'Orlando Magic': 88, 'Indiana Pacers': 98}"
532,,Los Angeles Lakers - Denver Nuggets,2017-02-01 03:30:00+00:00,basketball,NBA,"['Los Angeles Lakers', 'Denver Nuggets']","{'Los Angeles Lakers': 120, 'Denver Nuggets': 116}"
533,,Portland Trail Blazers - Charlotte Hornets,2017-02-01 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Charlotte Hornets']","{'Portland Trail Blazers': 115, 'Charlotte Hornets': 98}"
534,,San Antonio Spurs - Oklahoma City Thunder,2017-02-01 01:30:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Oklahoma City Thunder']","{'San Antonio Spurs': 108, 'Oklahoma City Thunder': 94}"
535,,Houston Rockets - Sacramento Kings,2017-02-01 01:00:00+00:00,basketball,NBA,"['Houston Rockets', 'Sacramento Kings']","{'Houston Rockets': 105, 'Sacramento Kings': 83}"
536,,Toronto Raptors - New Orleans Pelicans,2017-02-01 00:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'New Orleans Pelicans']","{'Toronto Raptors': 108, 'New Orleans Pelicans': 106}"
537,,Washington Wizards - New York Knicks,2017-02-01 00:00:00+00:00,basketball,NBA,"['Washington Wizards', 'New York Knicks']","{'Washington Wizards': 117, 'New York Knicks': 101}"
538,,Phoenix Suns - Memphis Grizzlies,2017-01-31 03:30:00+00:00,basketball,NBA,"['Phoenix Suns', 'Memphis Grizzlies']","{'Phoenix Suns': 96, 'Memphis Grizzlies': 115}"
539,,Dallas Mavericks - Cleveland Cavaliers,2017-01-31 01:30:00+00:00,basketball,NBA,"['Dallas Mavericks', 'Cleveland Cavaliers']","{'Dallas Mavericks': 104, 'Cleveland Cavaliers': 97}"
540,,Boston Celtics - Detroit Pistons,2017-01-31 01:00:00+00:00,basketball,NBA,"['Boston Celtics', 'Detroit Pistons']","{'Boston Celtics': 113, 'Detroit Pistons': 109}"
541,,Minnesota Timberwolves - Orlando Magic,2017-01-31 01:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Orlando Magic']","{'Minnesota Timberwolves': 111, 'Orlando Magic': 105}"
542,,Miami Heat - Brooklyn Nets,2017-01-31 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Brooklyn Nets']","{'Miami Heat': 104, 'Brooklyn Nets': 96}"
543,,Philadelphia 76ers - Sacramento Kings,2017-01-30 23:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Sacramento Kings']","{'Philadelphia 76ers': 122, 'Sacramento Kings': 119}"
544,,Portland Trail Blazers - Golden State Warriors,2017-01-30 02:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Golden State Warriors']","{'Portland Trail Blazers': 111, 'Golden State Warriors': 113}"
545,,Chicago Bulls - Philadelphia 76ers,2017-01-30 00:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Philadelphia 76ers']","{'Chicago Bulls': 121, 'Philadelphia 76ers': 108}"
546,,San Antonio Spurs - Dallas Mavericks,2017-01-30 00:00:00+00:00,basketball,NBA,"['San Antonio Spurs', 'Dallas Mavericks']","{'San Antonio Spurs': 101, 'Dallas Mavericks': 105}"
547,,Indiana Pacers - Houston Rockets,2017-01-29 23:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Houston Rockets']","{'Indiana Pacers': 120, 'Houston Rockets': 101}"
548,,New Orleans Pelicans - Washington Wizards,2017-01-29 23:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'Washington Wizards']","{'New Orleans Pelicans': 94, 'Washington Wizards': 107}"
549,,Toronto Raptors - Orlando Magic,2017-01-29 23:00:00+00:00,basketball,NBA,"['Toronto Raptors', 'Orlando Magic']","{'Toronto Raptors': 113, 'Orlando Magic': 114}"
550,,Cleveland Cavaliers - Oklahoma City Thunder,2017-01-29 20:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Oklahoma City Thunder']","{'Cleveland Cavaliers': 107, 'Oklahoma City Thunder': 91}"
551,,Atlanta Hawks - New York Knicks,2017-01-29 20:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'New York Knicks']","{'Atlanta Hawks': 142, 'New York Knicks': 139}"
552,,Minnesota Timberwolves - Brooklyn Nets,2017-01-29 02:00:00+00:00,basketball,NBA,"['Minnesota Timberwolves', 'Brooklyn Nets']","{'Minnesota Timberwolves': 129, 'Brooklyn Nets': 109}"
553,,Phoenix Suns - Denver Nuggets,2017-01-29 02:00:00+00:00,basketball,NBA,"['Phoenix Suns', 'Denver Nuggets']","{'Phoenix Suns': 112, 'Denver Nuggets': 123}"
554,,Utah Jazz - Memphis Grizzlies,2017-01-29 02:00:00+00:00,basketball,NBA,"['Utah Jazz', 'Memphis Grizzlies']","{'Utah Jazz': 95, 'Memphis Grizzlies': 102}"
555,,Golden State Warriors - Los Angeles Clippers,2017-01-29 01:30:00+00:00,basketball,NBA,"['Golden State Warriors', 'Los Angeles Clippers']","{'Golden State Warriors': 144, 'Los Angeles Clippers': 98}"
556,,Milwaukee Bucks - Boston Celtics,2017-01-29 01:00:00+00:00,basketball,NBA,"['Milwaukee Bucks', 'Boston Celtics']","{'Milwaukee Bucks': 108, 'Boston Celtics': 112}"
557,,Miami Heat - Detroit Pistons,2017-01-29 00:30:00+00:00,basketball,NBA,"['Miami Heat', 'Detroit Pistons']","{'Miami Heat': 116, 'Detroit Pistons': 103}"
558,,Charlotte Hornets - Sacramento Kings,2017-01-29 00:00:00+00:00,basketball,NBA,"['Charlotte Hornets', 'Sacramento Kings']","{'Charlotte Hornets': 106, 'Sacramento Kings': 109}"
559,,Portland Trail Blazers - Memphis Grizzlies,2017-01-28 03:00:00+00:00,basketball,NBA,"['Portland Trail Blazers', 'Memphis Grizzlies']","{'Portland Trail Blazers': 112, 'Memphis Grizzlies': 109}"
560,,Atlanta Hawks - Washington Wizards,2017-01-28 01:00:00+00:00,basketball,NBA,"['Atlanta Hawks', 'Washington Wizards']","{'Atlanta Hawks': 86, 'Washington Wizards': 112}"
561,,Chicago Bulls - Miami Heat,2017-01-28 01:00:00+00:00,basketball,NBA,"['Chicago Bulls', 'Miami Heat']","{'Chicago Bulls': 88, 'Miami Heat': 100}"
562,,New Orleans Pelicans - San Antonio Spurs,2017-01-28 01:00:00+00:00,basketball,NBA,"['New Orleans Pelicans', 'San Antonio Spurs']","{'New Orleans Pelicans': 119, 'San Antonio Spurs': 103}"
563,,Philadelphia 76ers - Houston Rockets,2017-01-28 01:00:00+00:00,basketball,NBA,"['Philadelphia 76ers', 'Houston Rockets']","{'Philadelphia 76ers': 118, 'Houston Rockets': 123}"
564,,Boston Celtics - Orlando Magic,2017-01-28 00:30:00+00:00,basketball,NBA,"['Boston Celtics', 'Orlando Magic']","{'Boston Celtics': 128, 'Orlando Magic': 98}"
565,,Cleveland Cavaliers - Brooklyn Nets,2017-01-28 00:30:00+00:00,basketball,NBA,"['Cleveland Cavaliers', 'Brooklyn Nets']","{'Cleveland Cavaliers': 124, 'Brooklyn Nets': 116}"
566,,New York Knicks - Charlotte Hornets,2017-01-28 00:30:00+00:00,basketball,NBA,"['New York Knicks', 'Charlotte Hornets']","{'New York Knicks': 110, 'Charlotte Hornets': 107}"
567,,Toronto Raptors - Milwaukee Bucks,2017-01-28 00:30:00+00:00,basketball,NBA,"['Toronto Raptors', 'Milwaukee Bucks']","{'Toronto Raptors': 102, 'Milwaukee Bucks': 86}"
568,,Indiana Pacers - Sacramento Kings,2017-01-28 00:00:00+00:00,basketball,NBA,"['Indiana Pacers', 'Sacramento Kings']","{'Indiana Pacers': 115, 'Sacramento Kings': 111}"
569,,Utah Jazz - Los Angeles Lakers,2017-01-27 03:30:00+00:00,basketball,NBA,"['Utah Jazz', 'Los Angeles Lakers']","{'Utah Jazz': 96, 'Los Angeles Lakers': 88}"
